1670260622.769313,left
1670260622.769313,right
1670260638.145813,left
1670260638.145813,right
1670260643.653811,left
1670260643.653811,right
1670260649.156776,left
1670260649.156776,right
1670260654.655805,left
1670260654.655805,right
1670260660.135656,left
1670260660.135656,right
1670260665.633523,left
1670260665.633523,right
1670260671.113004,left
1670260671.113004,right
1670260676.592359,left
1670260676.592359,right
1670260682.063644,left
1670260682.063644,right
1670260687.56606,left
1670260687.56606,right
1670260693.047623,left
1670260693.047623,right
1670260698.534265,left
1670260698.534265,right
1670260704.014669,left
1670260704.014669,right
1670260709.500143,left
1670260709.500143,right
1670260714.987607,left
1670260714.987607,right
1670260720.457064,left
1670260720.457064,right
1670260725.946181,left
1670260725.946181,right
1670260731.44537,left
1670260731.44537,right
1670260736.924275,left
1670260736.924275,right
1670260742.418937,left
1670260742.418937,right
1670260747.885824,left
1670260747.885824,right
